query_id,router_enqueue->router_dequeue,router_dequeue->worker_start,worker_start->worker_done,worker_done->router_recv_result,router_recv_result->router_enqueue
100,3577.047,31.553000000000004,2641.074,706.8570000000002,24471.569
101,3226.121,31.05,2640.424,711.647,24808.23
102,3599.1729999999993,30.323,2642.407,706.902,25120.789
103,3290.046,30.344,2609.78,710.165,25449.395999999997
104,3554.3610000000003,33.767,2680.335,713.196,25791.423
105,3203.0879999999997,32.297,2721.04,710.0089999999999,26096.161
106,3614.6009999999997,31.907999999999998,2648.362,705.369,26444.490999999998
107,3296.7019999999998,32.026,2624.397,707.761,26774.301
108,3640.3120000000004,30.697,2633.768,711.3209999999999,27107.219999999998
109,3323.295,30.980999999999998,2629.1710000000003,712.483,27416.676999999996
110,2993.507,32.541,2615.3489999999997,716.0409999999999,27742.002
111,3334.2980000000002,31.855,2655.092,706.8669999999998,28054.730000000003
112,3037.222,30.842,2623.334,708.6159999999999,28372.049
113,3391.0789999999997,31.293999999999997,2631.717,714.6099999999999,28686.995000000003
114,2977.824,36.767,2719.336,707.739,29003.5
115,3382.441,36.2,2670.3419999999996,703.574,29333.58
116,2968.445,32.521,2703.7319999999995,708.665,29702.217
117,3361.066,31.138,2660.9440000000004,705.862,30039.25
118,4432.429,32.425,2658.684,621.893,29042.239
119,4745.746999999999,34.94500000000001,2678.571,620.9359999999999,29388.587000000003
120,4448.389,31.601,2618.866,628.186,29730.957
121,4715.638999999999,35.169999999999995,2678.761,630.2850000000001,30078.523
122,4322.544999999999,33.336,2711.041,627.2640000000001,30433.487
123,4740.004999999999,31.282999999999998,2630.8779999999997,625.364,30782.792
124,4333.69,33.129,2679.165,634.644,31119.292999999994
125,4635.097999999999,32.606,2712.342,628.2170000000001,31472.091999999997
126,4304.297,34.805,2680.9849999999997,627.2630000000001,31822.766
127,4646.740000000001,33.366,2668.488,625.595,32175.275
128,4292.246000000001,33.069,2637.8190000000004,631.6670000000001,32544.400999999998
129,4627.701,34.388000000000005,2653.642,628.322,32874.64500000001
130,4271.240999999999,36.13,2665.443,628.4999999999999,33207.073000000004
131,4635.1900000000005,39.47,2645.7709999999997,624.654,33544.32600000001
132,4246.757,33.696,2676.577,628.6400000000001,33893.334
133,4591.2970000000005,31.4,2654.7760000000003,624.8489999999999,34256.901999999995
134,4200.408,33.224999999999994,2683.7000000000003,628.646,34602.758
135,4542.271000000001,33.442,2680.445,624.7159999999999,34949.11800000001
136,4172.094,37.50900000000001,2666.476,632.713,35310.776
137,4511.913,37.571000000000005,2663.712,625.196,35660.869
138,4185.321,31.266,2614.454,630.8019999999999,36025.568
139,4444.402999999999,33.846,2681.86,629.272,36377.84100000001
140,4150.071,36.938,2650.856,624.705,36693.92799999999
141,4501.597000000001,32.193,2642.688,625.694,37036.70100000001
142,4086.477,34.555,2683.927,628.0000000000001,37393.484000000004
143,4432.656,39.038,2673.0609999999997,622.8700000000001,37740.92
144,4073.6460000000006,32.651,2647.3689999999997,629.247,38114.315
145,4354.532999999999,33.424,2684.099,626.5329999999999,38475.37300000001
146,4632.933,39.699,2720.435,628.2949999999998,38835.402
147,4315.771,38.464999999999996,2680.431,632.4319999999999,39179.35899999999
148,4589.352000000001,33.214,2712.96,625.1909999999999,39567.174999999996
149,4276.744,32.687,2655.484,625.578,39926.689999999995
150,5945.157,40.292,2644.042,679.415,38890.247
151,5529.653,39.471000000000004,2669.854,691.063,39258.417
152,5911.898999999999,41.16499999999999,2645.78,683.879,39589.007
153,5506.518,31.464,2647.457,688.542,39988.194
154,5865.895,30.325,2623.951,685.5640000000001,40341.578
155,5514.751000000001,31.284000000000002,2631.7000000000003,690.376,40668.534
156,5163.629999999998,31.760999999999996,2638.7309999999998,689.0020000000001,41000.683
157,5538.964,30.220999999999997,2625.2290000000003,683.983,41327.92799999999
158,5170.0470000000005,32.211,2643.788,685.041,41663.989
159,5546.545000000001,28.660999999999998,2614.561,688.9889999999999,41993.762
160,5775.444,47.06399999999999,2700.6490000000003,686.396,42351.852000000006
161,5554.415999999998,38.114,2606.2659999999996,688.524,42663.568
