query_id,router_enqueue_0->router_dequeue_0,router_dequeue_0->worker_start_0,worker_start_0->worker_done_0,worker_done_0->router_recv_result_0,router_recv_result_0->router_enqueue_1,router_enqueue_1->router_dequeue_1,router_dequeue_1->worker_start_1,worker_start_1->worker_done_1,worker_done_1->router_recv_result_1,router_recv_result_1->router_enqueue_2,router_enqueue_2->router_dequeue_2,router_dequeue_2->worker_start_2,worker_start_2->worker_done_2,worker_done_2->router_recv_result_2,router_recv_result_2->router_enqueue_3,router_enqueue_3->router_dequeue_3,router_dequeue_3->worker_start_3,worker_start_3->worker_done_3,worker_done_3->router_recv_result_3,router_recv_result_3->router_enqueue_4,router_enqueue_4->router_dequeue_4,router_dequeue_4->worker_start_4,worker_start_4->worker_done_4,worker_done_4->router_recv_result_4,router_recv_result_4->router_enqueue_5,router_enqueue_5->router_dequeue_5,router_dequeue_5->worker_start_5,worker_start_5->worker_done_5,worker_done_5->router_recv_result_5
100,13753.115,1.758,732.06,21.771,15.766,315.127,5.621,287.019,11.968,10.524,172.426,3.984,287.791,14.856,10.609,37.437,3.712,287.67,10.511,9.098,84.981,3.884,285.419,12.494,9.613,728.334,4.345,721.654,19.79
101,13740.419,1.754,732.06,21.803,16.101,314.764,5.617,287.019,12.005,10.841,172.076,3.98,287.791,14.894,10.774,37.238,3.708,287.67,10.55,10.674,83.37,3.881,285.418,12.533,9.751,728.162,4.34,721.654,19.828
102,14482.705,1.498,713.445,18.236,13.64,3.112,2.664,297.789,2.237,17.685,54.862,1.064,287.743,3.532,15.348,42.207,1.179,309.49,5.07,14.685,65.478,1.083,283.574,2.735,14.866,435.85,4.336,721.654,19.861
103,14469.629,1.488,713.445,21.438,14.759,313.793,4.108,288.721,9.435,11.276,49.117,3.515,288.607,12.481,11.019,57.51,3.59,310.674,10.717,9.707,33.053,3.978,284.523,14.799,12.425,870.497,3.279,693.85,9.748
104,14456.125,1.482,713.445,21.477,16.183,312.343,4.098,288.72,9.632,11.246,48.963,3.503,288.607,12.699,11.216,57.104,3.58,310.674,10.933,11.207,31.347,3.969,284.523,15.002,13.82,868.908,3.269,693.85,13.991
105,14442.434,1.479,713.444,21.509,16.276,312.221,4.095,288.721,9.669,11.344,48.832,3.498,288.607,12.737,11.513,56.772,3.577,310.674,10.972,11.584,30.935,3.965,284.523,15.041,14.169,868.524,3.265,693.85,14.028
106,15166.009,1.716,707.448,18.199,16.215,2.94,3.256,293.681,2.337,324.377,4.455,2.078,324.538,5.172,338.7,3.32,2.357,296.565,2.691,12.737,1.669,1.505,320.058,7.844,14.224,621.345,2.772,689.823,9.24
107,15152.82,1.706,707.449,21.372,17.132,310.664,3.871,283.177,9.151,20.523,337.779,3.661,304.428,8.335,19.436,309.248,4.797,286.661,19.562,21.62,11.427,4.593,318.223,5.343,20.957,278.312,2.762,689.828,28.364
108,15139.509,1.701,707.449,21.41,17.244,310.528,3.859,283.178,9.344,20.44,337.678,3.652,304.428,10.143,17.742,309.145,4.785,286.66,27.841,16.366,8.411,4.586,318.223,18.597,8.09,277.927,2.757,689.828,28.392
109,15126.53,1.698,707.448,21.441,17.728,310.018,3.856,283.176,9.381,20.507,337.579,3.649,304.426,10.182,18.144,308.708,4.782,286.659,27.881,25.644,340.352,5.414,298.864,18.458,13.432,670.794,5.672,700.763,16.296
