query_id,router_enqueue->router_dequeue,router_dequeue->worker_start,worker_start->worker_done,worker_done->router_recv_result,router_recv_result->router_enqueue
100,4740.915,35.083000000000006,2651.443,241.74200000000005,9626.851000000002
101,4717.74,35.064,2651.4399999999996,241.961,9636.555
102,5328.8150000000005,22.378999999999998,2625.69,212.135,9080.498
103,5705.366,33.322,2636.095,225.03500000000003,9398.927
104,5682.452,33.272000000000006,2636.095,253.37,9393.282000000001
105,5663.723,33.253,2636.093,253.563,9398.818000000001
106,5337.198,21.232999999999997,2633.371,223.394,9757.340000000002
107,5706.1669999999995,38.454,2634.424,240.776,10083.408
108,5681.21,38.411,2634.4210000000003,262.85499999999996,10079.449000000002
109,5666.969,38.407,2634.4040000000005,263.052,10080.413999999999
110,5443.956000000001,25.647,2584.28,221.25599999999997,10394.730000000001
111,5030.404000000001,44.245,2601.177,247.096,10733.898
112,5010.785999999999,44.205,2601.177,261.493,10726.091
113,4995.829,44.18799999999999,2601.1730000000002,261.686,10727.862000000001
114,5468.784,22.36,2580.415,204.314,11065.264000000001
115,5054.9439999999995,41.439,2613.042,229.048,11393.605000000001
116,5031.354000000001,41.397,2613.038,248.16600000000003,11385.15
117,5015.098,41.378,2613.036,248.38899999999995,11388.295999999998
118,6414.683000000001,19.519000000000002,2581.134,203.825,10784.01
119,5998.366000000001,23.879,2628.241,228.99800000000002,11121.529
120,5954.102,27.419,2618.576,244.516,11143.558
121,6637.995,34.975,2621.0469999999996,265.863,11149.608000000002
122,6343.183,31.232000000000003,2602.5389999999998,261.132,11468.497
123,6000.935999999999,32.235,2592.615,260.238,11807.316
124,6000.669000000001,29.586000000000002,2598.3860000000004,256.472,11795.203000000001
125,5980.6630000000005,29.546,2598.383,261.94,11796.515
126,6459.493000000001,20.944,2566.233,226.055,12122.586999999998
127,6037.9710000000005,31.948999999999998,2603.964,259.024,12456.327
128,6015.018999999999,31.901,2603.959,275.551,12449.394
129,5994.608,31.880999999999997,2603.958,275.74899999999997,12456.254999999997
130,5703.554999999999,20.988999999999997,2602.193,240.97699999999998,12781.567000000001
131,6047.702,35.088,2646.912,229.534,13106.141
132,6023.428,35.042,2646.9089999999997,255.234,13100.094000000003
133,5986.549999999999,34.952000000000005,2657.7439999999997,250.48299999999998,13118.197999999999
134,6671.629999999999,24.766,2582.125,255.63,12500.942000000001
135,7017.0419999999995,30.827,2587.12,269.178,12860.446999999998
136,6994.018000000001,30.775999999999996,2587.121,292.327,12851.749
137,6974.932999999999,29.988,2586.225,285.74100000000004,12866.046999999999
138,6688.849000000001,26.45,2561.4039999999995,266.62,13183.731
139,6282.567,33.183,2615.3990000000003,273.62100000000004,13508.711
140,6983.299000000001,35.103,2635.3689999999997,257.639,13512.593
141,6955.972,35.065,2635.372,274.73,13522.800000000003
142,6714.901000000001,21.573,2591.391,252.13299999999998,13830.768000000002
143,7000.724,27.819,2640.387,259.245,14209.046999999999
144,6882.851000000001,34.865,2629.599,282.49100000000004,14218.721000000001
145,6870.324,34.823,2629.6,306.801,14206.971000000001
146,6588.889,31.125999999999998,2602.2290000000003,290.75199999999995,14523.987
147,6130.378000000001,34.197,2595.414,275.30400000000003,14856.271
148,6111.108,34.155,2595.413,291.15299999999996,14858.353000000001
149,6102.013,34.137,2595.411,291.34400000000005,14866.913999999999
150,7565.0960000000005,19.464,2584.021,196.475,14230.644
151,7184.348,22.355000000000004,2618.681,222.888,14556.033000000001
152,7902.305,28.091999999999995,2609.2590000000005,248.04200000000003,14554.692000000001
153,7892.299999999999,28.043,2609.259,262.13100000000003,14559.301
154,7613.348999999999,20.933,2581.557,234.046,14901.115
155,7220.857,32.259,2623.781,258.191,15214.456000000002
156,7207.704000000001,32.205000000000005,2623.777,271.774,15214.029999999999
157,7195.700000000001,32.192,2623.77,271.992,15225.806000000002
158,7639.1500000000015,20.848000000000003,2645.401,221.42600000000002,15545.251000000002
159,7245.679999999999,34.547000000000004,2690.303,242.909,15867.815
160,7233.231999999999,34.5,2690.3019999999997,257.041,15866.168000000001
161,7218.673000000001,34.480999999999995,2690.2999999999997,257.254,15880.516000000001
162,7721.923999999999,19.983999999999998,2637.241,219.529,16226.079
163,7330.929,30.573,2652.909,247.31,16561.487
164,7304.3189999999995,30.523,2652.905,260.973,16561.258999999995
165,7278.972,30.497999999999998,2652.905,261.21799999999996,16572.983999999997
166,7931.106000000001,20.229,2616.632,231.151,15984.252999999999
167,8326.596,30.308,2611.851,250.69000000000003,16275.508
