query_id,router_enqueue->router_dequeue,router_dequeue->worker_start,worker_start->worker_done,worker_done->router_recv_result,router_recv_result->router_enqueue
100,55947.39000000001,7.9990000000000006,2658.259,23.074,23.933999999999997
101,56663.651999999995,10.078999999999999,2661.968,26.202,25.509
102,57355.02199999999,7.997,2678.061,22.028000000000002,23.587
103,58065.21199999999,9.102,2641.751,22.923,25.462000000000003
104,58773.74,8.288,2664.889,27.054999999999996,27.018
105,59495.00899999999,9.827,2673.761,26.861,24.929000000000002
106,60190.775,7.723000000000001,2669.8720000000003,26.737,26.644
107,60883.950000000004,18.166,2703.29,28.28,25.37
108,61603.431,7.864000000000001,2676.854,27.840999999999998,23.989
109,62318.884000000005,15.033999999999999,2711.161,22.153,24.918
110,63047.838,7.86,2665.08,26.142999999999997,24.25
111,63759.105,8.75,2666.568,20.31,25.639000000000003
112,64479.274,7.6530000000000005,2622.133,23.185000000000002,23.915
113,65132.78200000001,12.411999999999999,2664.5139999999997,27.945,28.936
114,65811.831,7.824,2702.864,32.413000000000004,24.429000000000002
115,66534.17199999998,9.998,2723.5409999999997,22.384999999999998,26.541999999999998
116,67297.66600000001,7.401999999999999,2649.442,17.1,24.13
117,68024.228,9.290000000000001,2593.339,24.13,25.948999999999998
118,68669.78,8.609,2693.049,34.812000000000005,24.03
119,69373.29400000001,9.234000000000002,2744.279,24.308,24.534
120,70134.445,7.4030000000000005,2669.109,17.175,24.310000000000002
121,70888.24900000001,13.116999999999999,2582.56,19.744999999999997,26.36
122,71536.441,7.946,2614.4310000000005,25.128999999999998,24.857
123,72223.494,9.908,2694.335,27.092,25.672999999999995
124,72950.998,7.939,2671.5609999999997,24.432,23.465
125,73666.70199999999,14.800999999999998,2697.83,19.646,27.011
126,74432.318,7.493,2611.749,26.395,25.79
127,75073.097,9.672999999999998,2679.1180000000004,29.361,26.424
128,75766.26299999999,7.794,2702.614,26.686,24.655
129,76483.833,9.383,2692.6549999999997,18.861,26.57
130,77254.72600000001,7.68,2619.234,26.185,24.695999999999998
131,77897.059,9.161,2654.878,28.604,27.871
132,78624.63999999997,8.029,2691.196,26.627999999999997,24.078
133,79343.61200000001,9.850999999999999,2673.953,19.98,26.304000000000002
134,80080.805,7.8500000000000005,2614.917,23.134999999999998,24.367999999999995
135,80746.874,9.324,2644.837,29.793,25.391
136,81442.031,9.248,2699.004,28.733999999999998,24.168999999999997
137,82170.85500000001,10.259999999999998,2695.7690000000002,30.339000000000002,24.995
138,82888.05900000001,10.49,2758.165,25.841,23.907000000000004
139,83632.61799999999,9.658000000000001,2693.574,22.554000000000002,25.687
140,84334.351,8.108,2679.255,23.494,25.544000000000004
141,85050.892,9.157,2647.563,22.509,25.980999999999998
142,85743.34099999999,7.6370000000000005,2646.3559999999998,23.496000000000002,24.223999999999997
143,86438.557,9.693,2649.737,22.041999999999998,24.497
144,87166.44799999997,8.107000000000001,2657.383,23.573,23.371000000000002
145,87882.35699999999,9.142999999999999,2654.649,19.185000000000002,24.517000000000003
146,88598.36899999999,7.843,2617.06,20.118000000000002,23.176000000000002
147,89270.506,9.771,2655.2070000000003,26.133000000000003,24.508
148,89997.82999999999,8.811,2686.45,32.977000000000004,23.663
149,90713.56899999999,10.065,2740.2169999999996,22.072,24.729
150,91495.16600000001,7.869,2643.145,18.018,23.211999999999996
151,92192.863,9.245,2611.259,25.686,24.919
152,92816.177,10.498,2696.2120000000004,25.805999999999997,27.893
153,93539.83499999998,9.277000000000001,2691.6710000000003,23.579,25.424
154,94265.614,7.925,2650.2079999999996,20.471999999999998,24.364
155,94948.416,9.598,2656.134,28.92,24.885999999999996
156,95645.62299999999,8.204,2716.952,23.520000000000003,23.363
157,96378.20700000001,9.114,2659.289,23.446,25.036
158,97090.52999999998,7.775,2653.584,27.25,23.467
159,97809.11900000002,10.165,2689.7129999999997,32.361999999999995,24.502000000000002
160,98537.877,8.048,2728.063,30.759999999999998,23.186999999999998
161,99281.35699999999,10.107,2690.8599999999997,24.674,25.176
162,100002.588,7.913,2653.237,24.543,23.084000000000003
163,100661.199,9.604999999999999,2667.0789999999997,29.874000000000002,26.537
164,101356.84300000001,8.449,2727.748,25.081999999999997,23.606
165,102094.47699999998,9.058,2675.115,18.697999999999997,24.426
166,102834.121,7.771999999999999,2614.364,23.371000000000002,23.474
167,103519.926,9.899,2660.453,26.273,24.18
168,104247.79999999997,8.599,2689.082,23.951,23.091
169,104962.725,9.274,2661.846,22.584999999999997,24.589999999999996
170,105677.468,8.315000000000001,2730.5470000000005,15.723000000000003,22.915
171,106455.08099999999,9.041,2621.845,21.16,24.744999999999997
172,107116.64000000001,7.938000000000001,2642.8430000000003,25.149,22.918
173,107782.17200000002,13.078,2675.96,22.483,25.438000000000002
174,108492.512,8.252,2648.331,24.259,23.554
175,109170.585,9.385,2662.563,25.215,25.025000000000002
176,109900.85600000001,8.49,2688.209,31.407000000000004,23.725
177,110620.475,10.14,2731.134,25.962000000000003,24.996000000000002
178,111347.61400000002,7.969999999999999,2687.5280000000002,20.988,24.066
179,112073.78399999999,9.327,2637.431,20.732999999999997,24.738999999999997
180,112757.42599999999,8.155000000000001,2629.231,24.349,23.61
181,113451.91199999998,10.315999999999999,2666.937,26.796999999999997,25.067
182,114167.014,8.555,2700.687,26.483999999999998,23.082
183,114885.75399999999,19.229,2719.504,25.589999999999996,24.482
184,115621.198,7.692,2673.77,24.099999999999998,23.570999999999998
185,116329.468,12.735,2671.9069999999997,18.886,25.544000000000004
186,117049.78199999999,7.794,2634.013,25.134999999999998,22.531999999999996
187,117715.67200000002,9.834999999999999,2669.44,21.253,24.748
188,118429.501,8.116999999999999,2669.944,21.759,22.823
189,119122.78399999999,11.149999999999999,2673.5879999999997,30.976999999999997,24.753
190,119817.917,8.506,2731.9390000000003,25.276,23.117
191,120543.36200000001,10.349,2698.367,28.315,24.769000000000002
192,121259.52200000001,8.685,2692.3949999999995,28.701999999999995,23.811999999999998
193,121951.573,9.27,2684.5550000000003,22.261,25.224999999999998
194,122652.73200000002,8.062000000000001,2665.9440000000004,21.090000000000003,23.804000000000002
195,123360.04100000001,9.811,2673.327,20.003999999999998,25.761000000000003
196,124052.00300000001,7.705,2680.311,20.347,22.887
197,124774.25300000001,15.562000000000001,2681.908,24.448,25.836000000000002
198,125501.831,8.200000000000001,2675.959,31.624000000000002,23.580999999999996
199,126220.198,11.058000000000002,2726.663,21.828,25.253
200,126987.42199999999,8.128,2634.312,24.971,25.941
201,127671.748,12.341999999999999,2657.4629999999997,18.019000000000002,26.613
202,128387.11,7.857,2622.906,20.663,24.008
