query_id,router_dequeue_0,router_dequeue_1,router_enqueue_0,router_enqueue_1,router_recv_result_0,router_recv_result_1,worker_done_0,worker_done_1,worker_start_0,worker_start_1
100,1607204970657048,1607204972788113,1607204945360273,1607204971964088,1607204971950404,1607204974058204,1607204971924448,1607204974020463,1607204970658824,1607204972795199
101,1607204970657053,1607204972788118,1607204945372002,1607204971964264,1607204971950437,1607204974058230,1607204971924449,1607204974020464,1607204970658825,1607204972795200
102,1607204971950180,1607204974058028,1607204945383835,1607204973279204,1607204973263064,1607204975345926,1607204973240871,1607204975333044,1607204971952028,1607204974076402
103,1607204971950194,1607204974058040,1607204945395645,1607204973281090,1607204973266262,1607204975355020,1607204973240875,1607204975333047,1607204971952031,1607204974076408
104,1607204971950199,1607204974058044,1607204945407844,1607204973281343,1607204973266301,1607204975355059,1607204973240876,1607204975333048,1607204971952032,1607204974076410
105,1607204971950204,1607204974058047,1607204945419758,1607204973281783,1607204973266336,1607204975355092,1607204973240877,1607204975333049,1607204971952032,1607204974076412
106,1607204973266095,1607204975354841,1607204945431158,1607204974577286,1607204974563657,1607204976613991,1607204974541272,1607204976597015,1607204973267959,1607204975373004
107,1607204973266109,1607204975354855,1607204945442875,1607204974578837,1607204974566814,1607204976627782,1607204974541276,1607204976597019,1607204973267962,1607204975373008
108,1607204973266114,1607204975354860,1607204945454667,1607204974580103,1607204974566852,1607204976627823,1607204974541277,1607204976597020,1607204973267963,1607204975373010
109,1607204973266119,1607204975354865,1607204945466732,1607204974580469,1607204974566887,1607204976627855,1607204974541278,1607204976597020,1607204973267964,1607204975373011
110,1607204974566647,1607204976627600,1607204945478507,1607204975883267,1607204975869879,1607204977902553,1607204975850282,1607204977888946,1607204974568680,1607204976633829
111,1607204974566661,1607204976627615,1607204945490322,1607204975884744,1607204975873030,1607204977923322,1607204975850286,1607204977888950,1607204974568683,1607204976633833
112,1607204974566666,1607204976627622,1607204945502387,1607204975886454,1607204975873071,1607204977923354,1607204975850287,1607204977888951,1607204974568684,1607204976633835
113,1607204974566671,1607204976627627,1607204945514176,1607204975886632,1607204975873106,1607204977923380,1607204975850288,1607204977888952,1607204974568685,1607204976633836
114,1607204975872861,1607204977923165,1607204945525695,1607204977148686,1607204977135517,1607204979170649,1607204977114108,1607204979157450,1607204975874895,1607204977929489
115,1607204975872874,1607204977923178,1607204945537706,1607204977149967,1607204977138624,1607204979186042,1607204977114112,1607204979157453,1607204975874898,1607204977929495
116,1607204975872880,1607204977923183,1607204945549682,1607204977151425,1607204977138661,1607204979186070,1607204977114113,1607204979157454,1607204975874899,1607204977929496
117,1607204975872885,1607204977923186,1607204945561362,1607204977151765,1607204977138693,1607204979186094,1607204977114113,1607204979157455,1607204975874901,1607204977929498
118,1607204977138461,1607204979185897,1607204945573425,1607204978446151,1607204978432308,1607204980436683,1607204978410174,1607204980421620,1607204977140262,1607204979192560
119,1607204977138474,1607204979185908,1607204945585296,1607204978447606,1607204978435467,1607204980451867,1607204978410178,1607204980421624,1607204977140265,1607204979192566
120,1607204977138480,1607204979185912,1607204945596948,1607204978449358,1607204978435506,1607204980451897,1607204978410179,1607204980421625,1607204977140266,1607204979192568
121,1607204977138484,1607204979185916,1607204945608830,1607204978449537,1607204978435540,1607204980451934,1607204978410180,1607204980421626,1607204977140266,1607204979192570
122,1607204978435299,1607204980451722,1607204945620707,1607204979751083,1607204979736322,1607204981716385,1607204979714671,1607204981702779,1607204978437184,1607204980458172
123,1607204978435313,1607204980451734,1607204945632298,1607204979752609,1607204979739576,1607204981734310,1607204979714675,1607204981702783,1607204978437187,1607204980458178
124,1607204978435318,1607204980451738,1607204945644139,1607204979753888,1607204979739616,1607204981734341,1607204979714676,1607204981702784,1607204978437188,1607204980458180
125,1607204978435322,1607204980451741,1607204945655933,1607204979754306,1607204979739649,1607204981734367,1607204979714676,1607204981702785,1607204978437189,1607204980458181
126,1607204979739410,1607204981734155,1607204945667603,1607204981046876,1607204981030942,1607204982980959,1607204981009921,1607204982967382,1607204979741138,1607204981740893
127,1607204979739424,1607204981734167,1607204945679205,1607204981048195,1607204981034892,1607204982996558,1607204981009925,1607204982967386,1607204979741140,1607204981740898
128,1607204979739429,1607204981734171,1607204945691006,1607204981049706,1607204981034943,1607204982996587,1607204981009926,1607204982967387,1607204979741141,1607204981740900
129,1607204979739434,1607204981734175,1607204945702876,1607204981050057,1607204981034995,1607204982996612,1607204981009926,1607204982967388,1607204979741142,1607204981740902
130,1607204981034694,1607204982996415,1607204945714589,1607204982347893,1607204982334177,1607204984241558,1607204982312652,1607204984228206,1607204981036516,1607204983002594
131,1607204981034708,1607204982996427,1607204945726439,1607204982349498,1607204982337346,1607204984257008,1607204982312656,1607204984228209,1607204981036519,1607204983002600
132,1607204981034712,1607204982996431,1607204945738407,1607204982350747,1607204982337390,1607204984257045,1607204982312657,1607204984228210,1607204981036520,1607204983002602
133,1607204981034718,1607204982996434,1607204945750305,1607204982351128,1607204982337461,1607204984257076,1607204982312658,1607204984228211,1607204981036521,1607204983002604
134,1607204982337185,1607204984256833,1607204945762003,1607204983646411,1607204983632965,1607204985498955,1607204983610618,1607204985482887,1607204982338853,1607204984263091
135,1607204982337198,1607204984256847,1607204945773838,1607204983648039,1607204983636125,1607204985518007,1607204983610621,1607204985482891,1607204982338855,1607204984263096
136,1607204982337204,1607204984256852,1607204945785878,1607204983649736,1607204983636169,1607204985518036,1607204983610622,1607204985482892,1607204982338856,1607204984263098
