query_id,router_dequeue_0,router_dequeue_1,router_enqueue_0,router_enqueue_1,router_recv_result_0,router_recv_result_1,worker_done_0,worker_done_1,worker_start_0,worker_start_1
100,1607205168292722,1607205182495138,1607205156100363,1607205181252227,1607205169605324,1607205183774211,1607205169554699,1607205183747582,1607205168295877,1607205182508944
101,1607205168292725,1607205182495140,1607205156112200,1607205181252676,1607205169605344,1607205183774241,1607205169554700,1607205183747583,1607205168295878,1607205182508946
102,1607205169605072,1607205183773906,1607205156124002,1607205182503086,1607205170917198,1607205185033808,1607205170871079,1607205185031322,1607205169608502,1607205183777012
103,1607205169605081,1607205185067734,1607205156135780,1607205183800214,1607205170920019,1607205186335724,1607205170871086,1607205186313491,1607205169608506,1607205185078686
104,1607205169605085,1607205185067744,1607205156147697,1607205183801915,1607205170920040,1607205186339647,1607205170871087,1607205186313496,1607205169608508,1607205185078690
105,1607205169605089,1607205185067747,1607205156159978,1607205183803634,1607205170920060,1607205186339677,1607205170871088,1607205186313497,1607205169608509,1607205185078693
106,1607205169605091,1607205185067750,1607205156171122,1607205183805209,1607205170920077,1607205186339703,1607205170871091,1607205186313498,1607205169608511,1607205185078694
107,1607205169605095,1607205185067752,1607205156182982,1607205183805337,1607205170920093,1607205186339729,1607205170871092,1607205186313499,1607205169608513,1607205185078695
108,1607205169605098,1607205185067764,1607205156194547,1607205183805522,1607205170920109,1607205186339753,1607205170871092,1607205186313500,1607205169608514,1607205185078697
109,1607205169605101,1607205185067766,1607205156206429,1607205183805930,1607205170920126,1607205186339775,1607205170871093,1607205186313501,1607205169608516,1607205185078698
110,1607205170919887,1607205186339516,1607205156218216,1607205185074828,1607205172225626,1607205187575605,1607205172178007,1607205187573143,1607205170922675,1607205186345735
111,1607205170919894,1607205187606455,1607205156230057,1607205186366906,1607205172229173,1607205188881322,1607205172178010,1607205188853099,1607205170922678,1607205187617452
112,1607205170919897,1607205187606464,1607205156241931,1607205186368504,1607205172229203,1607205188886062,1607205172178011,1607205188853106,1607205170922679,1607205187617457
113,1607205170919900,1607205187606466,1607205156253704,1607205186370146,1607205172229229,1607205188886104,1607205172178012,1607205188853107,1607205170922680,1607205187617459
114,1607205170919902,1607205187606469,1607205156265719,1607205186371522,1607205172229254,1607205188886140,1607205172178012,1607205188853108,1607205170922681,1607205187617460
115,1607205170919904,1607205187606475,1607205156277620,1607205186371742,1607205172229277,1607205188886174,1607205172178014,1607205188853110,1607205170922682,1607205187617462
116,1607205170919907,1607205187606477,1607205156289537,1607205186371812,1607205172229302,1607205188886206,1607205172178014,1607205188853110,1607205170922683,1607205187617464
117,1607205170919926,1607205187606480,1607205156301248,1607205186372054,1607205172229324,1607205188886238,1607205172178015,1607205188853111,1607205170922684,1607205187617465
118,1607205172229018,1607205188885895,1607205156313141,1607205187614400,1607205173538190,1607205190136416,1607205173492466,1607205190133866,1607205172232647,1607205188894736
119,1607205172229029,1607205190178340,1607205156324595,1607205188913939,1607205173540991,1607205191459536,1607205173492470,1607205191437734,1607205172232653,1607205190192338
120,1607205172229033,1607205190178350,1607205156336628,1607205188915780,1607205173541013,1607205191462816,1607205173492471,1607205191437738,1607205172232654,1607205190192344
121,1607205172229036,1607205190178352,1607205156348662,1607205188918264,1607205173541033,1607205191462833,1607205173492471,1607205191437739,1607205172232656,1607205190192346
122,1607205172229040,1607205190178354,1607205156360478,1607205188919963,1607205173541053,1607205191462849,1607205173492472,1607205191437740,1607205172232658,1607205190192348
123,1607205172229043,1607205190178356,1607205156371797,1607205188922021,1607205173541072,1607205191462865,1607205173492473,1607205191437741,1607205172232660,1607205190192350
124,1607205172229046,1607205190178359,1607205156383671,1607205188922144,1607205173541090,1607205191462880,1607205173492474,1607205191437742,1607205172232661,1607205190192353
125,1607205172229050,1607205190178361,1607205156395336,1607205188922456,1607205173541108,1607205191462895,1607205173492475,1607205191437743,1607205172232663,1607205190192357
126,1607205173540864,1607205191462722,1607205156407105,1607205190185819,1607205174841974,1607205192699722,1607205174797114,1607205192697216,1607205173543894,1607205191473167
127,1607205173540872,1607205192743959,1607205156419029,1607205191489753,1607205174845584,1607205194013765,1607205174797117,1607205193989267,1607205173543898,1607205192756241
128,1607205173540875,1607205192743973,1607205156430935,1607205191491682,1607205174845618,1607205194018637,1607205174797118,1607205193989271,1607205173543899,1607205192756247
129,1607205173540878,1607205192743977,1607205156443418,1607205191493263,1607205174845645,1607205194018669,1607205174797119,1607205193989272,1607205173543901,1607205192756249
