query_id,router_dequeue_0,router_dequeue_1,router_enqueue_0,router_enqueue_1,router_recv_result_0,router_recv_result_1,worker_done_0,worker_done_1,worker_start_0,worker_start_1
100,1607205399203167,1607205444861047,1607205393190494,1607205443617093,1607205400589483,1607205446112431,1607205400431613,1607205446090870,1607205399210857,1607205444870292
101,1607205399203170,1607205444861050,1607205393202707,1607205443621357,1607205400589512,1607205446112469,1607205400431614,1607205446090871,1607205399210859,1607205444870294
102,1607205400588858,1607205446112264,1607205393213978,1607205444877204,1607205401963023,1607205447340278,1607205401815933,1607205447337549,1607205400596712,1607205446118905
103,1607205400588870,1607205447379110,1607205393225725,1607205446134627,1607205401967180,1607205448632457,1607205401815936,1607205448619331,1607205400596718,1607205447389256
104,1607205400588875,1607205447379126,1607205393237583,1607205446141627,1607205401967199,1607205448644354,1607205401815937,1607205448619334,1607205400596720,1607205447389261
105,1607205400588880,1607205447379132,1607205393249726,1607205446148184,1607205401967219,1607205448644396,1607205401815938,1607205448619335,1607205400596722,1607205447389263
106,1607205400588884,1607205448644197,1607205393260915,1607205447397188,1607205401967237,1607205449895115,1607205401815939,1607205449892220,1607205400596724,1607205448650547
107,1607205400588889,1607205449929340,1607205393272748,1607205448663710,1607205401967255,1607205451173218,1607205401815940,1607205451164480,1607205400596727,1607205449939099
108,1607205400588893,1607205449929348,1607205393285078,1607205448670431,1607205401967270,1607205451182864,1607205401815940,1607205451164483,1607205400596728,1607205449939106
109,1607205400588897,1607205449929350,1607205393296327,1607205448676886,1607205401967295,1607205451182903,1607205401815941,1607205451164484,1607205400596731,1607205449939113
110,1607205400588902,1607205451182704,1607205393308421,1607205449947261,1607205401967311,1607205452412454,1607205401815943,1607205452407293,1607205400596732,1607205451188523
111,1607205400588906,1607205452452828,1607205393320135,1607205451204378,1607205401967327,1607205453727415,1607205401815943,1607205453711967,1607205400596735,1607205452462869
112,1607205400588910,1607205452452838,1607205393332201,1607205451211616,1607205401967342,1607205453738837,1607205401815944,1607205453711970,1607205400596737,1607205452462875
113,1607205400588914,1607205452452841,1607205393344211,1607205451216546,1607205401967357,1607205453738867,1607205401815945,1607205453711971,1607205400596739,1607205452462878
114,1607205400588919,1607205453738700,1607205393355863,1607205452467297,1607205401967382,1607205454999191,1607205401815945,1607205454996140,1607205400596742,1607205453744921
115,1607205400588923,1607205455053428,1607205393367864,1607205453758349,1607205401967397,1607205456293982,1607205401815946,1607205456284133,1607205400596745,1607205455063202
116,1607205400588928,1607205455053449,1607205393379494,1607205453762589,1607205401967416,1607205456308693,1607205401815947,1607205456284136,1607205400596746,1607205455063209
117,1607205400588932,1607205455053459,1607205393391306,1607205453763168,1607205401967438,1607205456308745,1607205401815948,1607205456284137,1607205400596748,1607205455063211
118,1607205401967055,1607205456308519,1607205393403305,1607205455072768,1607205403339385,1607205457549460,1607205403197626,1607205457542976,1607205401974954,1607205456315212
119,1607205401967062,1607205457586587,1607205393415088,1607205456324375,1607205403348087,1607205458874208,1607205403197630,1607205458863793,1607205401974960,1607205457596534
120,1607205401967064,1607205457586603,1607205393427023,1607205456335080,1607205403348137,1607205458884159,1607205403197631,1607205458863796,1607205401974962,1607205457596540
121,1607205401967067,1607205457586609,1607205393438805,1607205456341886,1607205403348167,1607205458884198,1607205403197632,1607205458863797,1607205401974964,1607205457596542
122,1607205401967069,1607205458883993,1607205393450916,1607205457602485,1607205403348193,1607205460144216,1607205403197633,1607205460141750,1607205401974966,1607205458890947
123,1607205401967072,1607205460181140,1607205393462596,1607205458902833,1607205403348222,1607205461433072,1607205403197634,1607205461420491,1607205401974969,1607205460196814
124,1607205401967074,1607205460181160,1607205393474337,1607205458909624,1607205403348250,1607205461446212,1607205403197635,1607205461420495,1607205401974970,1607205460196821
125,1607205401967076,1607205460181166,1607205393486287,1607205458916251,1607205403348276,1607205461446252,1607205403197636,1607205461420496,1607205401974972,1607205460196823
126,1607205401967079,1607205461446041,1607205393498412,1607205460199513,1607205403348303,1607205462705742,1607205403197637,1607205462701247,1607205401974976,1607205461452444
127,1607205401967081,1607205462741793,1607205393514001,1607205461464673,1607205403348328,1607205464012240,1607205403197638,1607205463997871,1607205401974978,1607205462751549
128,1607205401967083,1607205462741809,1607205393521800,1607205461472594,1607205403348358,1607205464020913,1607205403197639,1607205463997875,1607205401974980,1607205462751554
