query_id,router_enqueue->router_dequeue,router_dequeue->worker_start,worker_start->worker_done,worker_done->router_recv_result,router_recv_result->router_enqueue
21,2.961,8.48,2482.3779999999997,8.834,7.154
22,2.981,3.5519999999999996,2476.2690000000002,5.689,6.494
23,2.9989999999999997,8.513,2456.759,5.643000000000001,6.414
24,2.988,3.7270000000000003,2430.6440000000002,7.8759999999999994,6.643
25,2.9850000000000003,9.344000000000001,2476.556,7.334,6.49
26,2.971,3.5060000000000002,2452.538,5.5009999999999994,6.419
27,3.0650000000000004,15.651,2473.66,5.717,6.548
28,3.015,3.6630000000000003,2497.029,5.651,6.9
29,3.013,8.384,2462.4269999999997,7.468,6.486
30,3.016,3.591,2446.082,5.599,6.392
31,3.002,10.354000000000001,2463.5600000000004,8.121,6.442
32,2.9000000000000004,3.63,2486.089,7.24,7.12
33,3.018,7.955,2488.476,7.365,7.029
34,3.031,3.591,2483.4030000000002,9.987,6.806
35,3.077,3.5860000000000003,2499.7659999999996,7.420999999999999,6.809
36,3.056,3.734,2493.6,5.628,7.138
37,3.018,8.847,2456.2160000000003,5.457000000000001,6.762
38,3.0570000000000004,23.593,2528.301,8.82,6.656
39,2.989,9.277999999999999,2517.013,7.692,7.123
40,2.916,8.408999999999999,2471.85,7.344,7.04
41,2.6950000000000003,3.791,2503.606,8.625,6.874
42,2.68,17.503999999999998,2542.275,8.818999999999999,6.799
43,2.623,4.17,2479.714,6.744,6.983
44,2.6550000000000002,10.09,2470.603,9.745,7.069
45,2.6580000000000004,4.675,2479.475,9.036,6.755
46,2.677,4.516,2461.292,6.995000000000001,7.171
47,3.495,12.806,2493.109,7.098,7.897
48,2.8129999999999997,9.112,2483.152,6.805,7.574
49,2.852,9.56,2481.8940000000002,6.728,6.909
50,8.473,8.176,2465.584,6.58,7.994
